Guid	Url	Answer	ExtractAnnotation	TargetVariableJson	AnswerJson	ConditionsJson
a99cf8f9-6ddd-11ea-9707-ccda262736ce	https://socratic.org/questions/the-pressure-of-a-gas-in-a-container-is-152-mm-hg-what-is-this-equivalent-to	0.20 atm	start physical_unit 3 4 pressure atm qc_end physical_unit 3 4 9 11 pressure qc_end end	[{"type":"physical unit","value":"Preesure2 [OF] a gas [IN] atm"}]	[{"type":"physical unit","value":"0.20 atm"}]	[{"type":"physical unit","value":"Preesure1 [OF] a gas [=] \\pu{152 mm Hg}"}]
a9db1859-6ddd-11ea-a8aa-ccda262736ce	https://socratic.org/questions/how-do-you-use-hess-s-law-to-calculate-enthalpy-for-this-reaction	+311.3 kJ	start physical_unit 53 54 deltah kj qc_end c_other OTHER qc_end chemical_equation 14 19 qc_end physical_unit 53 54 22 23 deltah qc_end chemical_equation 24 30 qc_end physical_unit 53 54 33 34 deltah qc_end chemical_equation 35 41 qc_end physical_unit 53 54 44 45 deltah qc_end chemical_equation 55 60 qc_end end	[{"type":"physical unit","value":"DeltaH4 [OF] the reaction [IN] kJ"}]	[{"type":"physical unit","value":"+311.3 kJ"}]	[{"type":"other","value":"Use Hess's Law."},{"type":"chemical equation","value":"N2(g) + O2(g) -> 2 NO(g)"},{"type":"physical unit","value":"DeltaH1 [OF] the reaction [=] \\pu{+180.7 kJ}"},{"type":"chemical equation","value":"2 NO(g) + O2(g) -> 2 NO2(g)"},{"type":"physical unit","value":"DeltaH2 [OF] the reaction [=] \\pu{-113.1 kJ}"},{"type":"chemical equation","value":"2 N2O(g) -> 2 N2(g) + O2(g)"},{"type":"physical unit","value":"DeltaH3 [OF] the reaction [=] \\pu{-163.2 kJ}"},{"type":"chemical equation","value":"N2O(g) + NO2(g) -> 3 NO(g)"}]
ac2771f5-6ddd-11ea-9dff-ccda262736ce	https://socratic.org/questions/a-5-00-liter-balloon-of-gas-at-25-c-is-cooled-to-0-c-what-is-the-new-volume-lite	4.5 liters	start physical_unit 21 22 volume l qc_end physical_unit 21 22 1 2 volume qc_end physical_unit 21 22 7 8 temperature qc_end physical_unit 21 22 12 13 temperature qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the balloon [IN] liters"}]	[{"type":"physical unit","value":"4.5 liters"}]	[{"type":"physical unit","value":"Volume1 [OF] the balloon [=] \\pu{5.00 liters}"},{"type":"physical unit","value":"Temperature1 [OF] the balloon [=] \\pu{25 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] the balloon [=] \\pu{0 ℃}"}]
acaddbf7-6ddd-11ea-8883-ccda262736ce	https://socratic.org/questions/what-is-the-formula-of-the-ionic-compound-formed-by-the-elements-lithium-and-oxy	Li2O	start chemical_formula qc_end substance 12 12 qc_end substance 14 14 qc_end end	[{"type":"other","value":"Chemical Formula [OF] the ionic compound [IN] default"}]	[{"type":"chemical equation","value":"Li2O"}]	[{"type":"substance name","value":"Lithium"},{"type":"substance name","value":"Oxygen"}]
a94b601f-6ddd-11ea-855f-ccda262736ce	https://socratic.org/questions/how-many-grams-of-calcium-are-in-7-0-moles	280.56 grams	start physical_unit 4 4 mass g qc_end physical_unit 4 4 7 8 mole qc_end end	[{"type":"physical unit","value":"Mass [OF] calcium [IN] grams"}]	[{"type":"physical unit","value":"280.56 grams"}]	[{"type":"physical unit","value":"Mole [OF] calcium [=] \\pu{7.0 moles}"}]
a8ddc6b5-6ddd-11ea-b57a-ccda262736ce	https://socratic.org/questions/a-gas-has-a-solubility-in-water-at-0-c-of-3-5-g-l-at-a-pressure-of-0-8-atm-what-	2.0 atm	start physical_unit 32 34 pressure atm qc_end physical_unit 0 1 8 9 temperature qc_end physical_unit 0 1 11 12 solubility qc_end physical_unit 0 1 17 18 pressure qc_end physical_unit 32 34 29 30 solubility qc_end physical_unit 32 34 8 9 temperature qc_end substance 6 6 qc_end end	[{"type":"physical unit","value":"Pressure2 [OF] the same gas [IN] atm"}]	[{"type":"physical unit","value":"2.0 atm"}]	[{"type":"physical unit","value":"Temperature1 [OF] a gas [=] \\pu{0 ℃}"},{"type":"physical unit","value":"Solubility1 [OF] a gas [=] \\pu{3.5 g/L}"},{"type":"physical unit","value":"Pressure1 [OF] a gas [=] \\pu{0.80 atm}"},{"type":"physical unit","value":"Solubility2 [OF] the same gas [=] \\pu{8.9 g/L}"},{"type":"physical unit","value":"Temperature2 [OF] the same gas [=] \\pu{0 ℃}"},{"type":"substance name","value":"Water"}]
abe2f73e-6ddd-11ea-ae9b-ccda262736ce	https://socratic.org/questions/58bc7a667c0149140a02230e	56 L	start physical_unit 6 9 volume l qc_end physical_unit 6 9 4 5 mass qc_end c_other STP qc_end physical_unit 9 9 22 23 molar_volume qc_end end	[{"type":"physical unit","value":"Volume [OF] hydrogen gas sample [IN] L"}]	[{"type":"physical unit","value":"56 L"}]	[{"type":"physical unit","value":"Mass [OF] hydrogen gas sample [=] \\pu{5.0 g}"},{"type":"other","value":"STP"},{"type":"physical unit","value":"Molar volume [OF] the gas [=] \\pu{22.4 L/mol}"}]
ac2639a5-6ddd-11ea-afc6-ccda262736ce	https://socratic.org/questions/how-many-moles-is-5-3-g-of-kno3	0.05 moles	start physical_unit 9 9 mole mol qc_end physical_unit 9 9 6 7 mass qc_end end	[{"type":"physical unit","value":"Mole [OF] KNO3 [IN] moles"}]	[{"type":"physical unit","value":"0.05 moles"}]	[{"type":"physical unit","value":"Mass [OF] KNO3 [=] \\pu{5.3 g}"}]
aa0d9a0c-6ddd-11ea-9d4b-ccda262736ce	https://socratic.org/questions/54e55277581e2a76545ebe11	2039 mL	start physical_unit 19 20 volume ml qc_end physical_unit 19 20 6 7 volume qc_end physical_unit 19 20 9 10 temperature qc_end physical_unit 19 20 12 13 pressure qc_end c_other STP qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] mL"}]	[{"type":"physical unit","value":"2039 mL"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{720.0 mL}"},{"type":"physical unit","value":"Temperature1 [OF] the gas [=] \\pu{20.0 ℃}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{3.00 atm}"},{"type":"other","value":"STP"}]
aade5c9a-6ddd-11ea-a869-ccda262736ce	https://socratic.org/questions/hydrogen-sulfide-reacts-with-sulfur-dioxide-to-give-h2o-and-s-h2s-so2-h2o-s-soli	92.85 Celsius	start physical_unit 23 24 temperature °c qc_end chemical_equation 11 17 qc_end physical_unit 23 24 20 21 volume qc_end physical_unit 23 24 26 27 pressure qc_end physical_unit 4 4 29 30 mass qc_end end	[{"type":"physical unit","value":"temperature [OF] H2S gas [IN] Celsius"}]	[{"type":"physical unit","value":"92.85 Celsius"}]	[{"type":"chemical equation","value":"H2S + SO2 -> H2O + S(solid)"},{"type":"physical unit","value":"Volume [OF] H2S gas [=] \\pu{3.0 L}"},{"type":"physical unit","value":"Pressure [OF] H2S gas [=] \\pu{760 torr}"},{"type":"physical unit","value":"Mass [OF] sulfur [=] \\pu{4.8 g}"}]
a8d49c83-6ddd-11ea-b447-ccda262736ce	https://socratic.org/questions/how-much-nacl-can-be-dissolved-in-750-g-of-water-at-25-c	270 g	start physical_unit 2 2 mass g qc_end physical_unit 10 10 7 8 mass qc_end physical_unit 10 10 12 13 temperature qc_end end	[{"type":"physical unit","value":"Mass [OF] NaCl [IN] g"}]	[{"type":"physical unit","value":"270 g"}]	[{"type":"physical unit","value":"Mass [OF] water [=] \\pu{750 g}"},{"type":"physical unit","value":"Temperature [OF] water [=] \\pu{25 ℃}"}]
ac8ec10c-6ddd-11ea-a930-ccda262736ce	https://socratic.org/questions/a-sample-of-gas-occupies-a-volume-of-272-ml-at-a-pressure-of-999-atm-and-a-temp-	110.97 g/mol	start physical_unit 34 35 molecular_weight g/mol qc_end physical_unit 1 3 8 9 volume qc_end physical_unit 1 3 14 15 pressure qc_end physical_unit 1 3 20 21 temperature qc_end physical_unit 1 3 26 27 mass qc_end end	[{"type":"physical unit","value":"Molecular weight [OF] the gas [IN] g/mol"}]	[{"type":"physical unit","value":"110.97 g/mol"}]	[{"type":"physical unit","value":"Volume [OF] gas sample [=] \\pu{272 mL}"},{"type":"physical unit","value":"Pressure [OF] gas sample [=] \\pu{0.999 atm}"},{"type":"physical unit","value":"Temperature [OF] gas sample [=] \\pu{357 K}"},{"type":"physical unit","value":"WeighT [OF] gas sample [=] \\pu{1.03 g}"}]
a957e806-6ddd-11ea-a2c8-ccda262736ce	https://socratic.org/questions/how-many-joules-of-heat-energy-would-be-required-to-raise-the-temperature-of-150	17145.00 joules	start physical_unit 17 17 heat_energy j qc_end physical_unit 17 17 14 15 mass qc_end physical_unit 17 17 19 20 temperature qc_end physical_unit 17 17 22 23 temperature qc_end physical_unit 17 17 31 34 specific_heat_capacity qc_end end	[{"type":"physical unit","value":"Required heat energy [OF] aluminum [IN] joules"}]	[{"type":"physical unit","value":"17145.00 joules"}]	[{"type":"physical unit","value":"Mass [OF] aluminum [=] \\pu{150.0 g}"},{"type":"physical unit","value":"Temperature1 [OF] aluminum [=] \\pu{23 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] aluminum [=] \\pu{150 ℃}"},{"type":"physical unit","value":"Specific heat capacity [OF] aluminum [=] \\pu{0.90 J/(g * ℃)}"}]
a9149300-6ddd-11ea-bb72-ccda262736ce	https://socratic.org/questions/calculate-the-enthalpy-of-formation-of-acetic-acid-if-its-anthalpy-of-combustion	-491.8 kJ/mol	start physical_unit 6 7 enthalpy_of_formation kj/mol qc_end physical_unit 14 14 31 32 enthalpy_of_formation qc_end physical_unit 16 16 34 35 enthalpy_of_formation qc_end end	[{"type":"physical unit","value":"Enthalpy of formation [OF] acetic acid [IN] kJ/mol"}]	[{"type":"physical unit","value":"-491.8 kJ/mol"}]	[{"type":"physical unit","value":"Enthalpy of combustion [OF] acetic acid to CO2 and H2O [=] \\pu{-867 kJ/mol}"},{"type":"physical unit","value":"Enthalpies of formation [OF] CO2 [=] \\pu{-393.5 kJ/mol}"},{"type":"physical unit","value":"Enthalpies of formation [OF] H2O [=] \\pu{-285.9 kJ/mol}"}]
a8db04db-6ddd-11ea-90fd-ccda262736ce	https://socratic.org/questions/580dff9fb72cff64785a11b8	+3	start physical_unit 6 6 oxidation_state none qc_end chemical_equation 9 9 qc_end end	[{"type":"physical unit","value":"Oxidation state [OF] carbon"}]	[{"type":"physical unit","value":"+3"}]	[{"type":"chemical equation","value":"C2O3"}]
a8fe0007-6ddd-11ea-bc3a-ccda262736ce	https://socratic.org/questions/55c6f88f581e2a77013a3012	2 KMnO4 + 5 H2O2 + 3 H2SO4 -> 2 MnSO4 + K2SO4 + 5 O2 + 8 H2O	start chemical_equation qc_end chemical_equation 7 19 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the redox reaction"}]	[{"type":"chemical equation","value":"2 KMnO4 + 5 H2O2 + 3 H2SO4 -> 2 MnSO4 + K2SO4 + 5 O2 + 8 H2O"}]	[{"type":"chemical equation","value":"KMnO4 + H2O2 + H2SO4 -> MnSO4 + K2SO4 + O2 + H2O"}]
abe6529e-6ddd-11ea-9167-ccda262736ce	https://socratic.org/questions/how-many-grams-are-in-3-mol-of-kbr	357 grams	start physical_unit 8 8 mass g qc_end physical_unit 8 8 5 6 mole qc_end end	[{"type":"physical unit","value":"Mass [OF] KBr [IN] grams"}]	[{"type":"physical unit","value":"357 grams"}]	[{"type":"physical unit","value":"Mole [OF] KBr [=] \\pu{3 mol}"}]
ad0ef3e8-6ddd-11ea-9094-ccda262736ce	https://socratic.org/questions/what-is-the-ph-of-a-0-1-m-acid-solution	1.00	start physical_unit 8 9 ph none qc_end physical_unit 8 9 6 7 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] acid solution"}]	[{"type":"physical unit","value":"1.00"}]	[{"type":"physical unit","value":"Molarity [OF] acid solution [=] \\pu{0.1 M}"}]
ac61e834-6ddd-11ea-aec8-ccda262736ce	https://socratic.org/questions/what-is-the-molecular-equation-for-the-following-reaction-hydrochloric-acid-reac	HCl + NaOH -> NaCl + H2O + heat	start chemical_equation qc_end substance 9 10 qc_end substance 13 14 qc_end substance 18 18 qc_end substance 19 19 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the reaction"}]	[{"type":"chemical equation","value":"HCl + NaOH -> NaCl + H2O + heat"}]	[{"type":"substance name","value":"Hydrochloric acid"},{"type":"substance name","value":"Sodium hydroxide"},{"type":"substance name","value":"Salt"},{"type":"substance name","value":"Water"}]
a8b9e98c-6ddd-11ea-92c0-ccda262736ce	https://socratic.org/questions/equilibrium-questions-1	0.01	start physical_unit 6 7 kp none qc_end chemical_equation 34 37 qc_end physical_unit 16 16 23 24 partial_pressure qc_end physical_unit 18 18 26 27 partial_pressure qc_end end	[{"type":"physical unit","value":"Kp [OF] the reaction"}]	[{"type":"physical unit","value":"0.01"}]	[{"type":"chemical equation","value":"N2O4(g) <=> 2 NO2(g)"},{"type":"physical unit","value":"Partial pressure [OF] N2O4 [=] \\pu{0.6 atm}"},{"type":"physical unit","value":"Partial pressure [OF] NO2 [=] \\pu{0.07 atm}"}]
aa72f006-6ddd-11ea-aaf4-ccda262736ce	https://socratic.org/questions/a-compound-contains-40-calcium-12-carbon-and-48-oxygen-by-mass-what-is-the-empir	CaCO3	start chemical_formula qc_end end	[{"type":"other","value":"Chemical Formula [OF] the compound [IN] empirical"}]	[{"type":"chemical equation","value":"CaCO3"}]	[{"type":"physical unit","value":"Percent by mass [OF] calcium in compound [=] \\pu{40%}"},{"type":"physical unit","value":"Percent by mass [OF] carbon in compound [=] \\pu{12%}"},{"type":"physical unit","value":"Percent by mass [OF] oxygen in compound [=] \\pu{48%}"}]
a91f0c74-6ddd-11ea-9fef-ccda262736ce	https://socratic.org/questions/how-many-hydrogen-atoms-would-need-to-combine-with-one-atom-of-nitrogen-so-that-	3	start physical_unit 2 3 number none qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Number [OF] hydrogen atoms"}]	[{"type":"physical unit","value":"3"}]	[{"type":"other","value":"Hydrogen atoms combine with nitrogen so that all of them would be stable."},{"type":"physical unit","value":"Number [OF] nitrogen atom [=] \\pu{1}"}]
aa912ae4-6ddd-11ea-afa3-ccda262736ce	https://socratic.org/questions/56aaba807c01497d213df01f	S + 6 HNO3 -> SO3 + 6 NO2 + 3 H2O	start chemical_equation qc_end substance 2 2 qc_end chemical_equation 6 6 qc_end chemical_equation 11 11 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"S + 6 HNO3 -> SO3 + 6 NO2 + 3 H2O"}]	[{"type":"substance name","value":"Sulfur"},{"type":"chemical equation","value":"SO3"},{"type":"chemical equation","value":"NO3-"}]
aa7167ec-6ddd-11ea-a238-ccda262736ce	https://socratic.org/questions/what-is-the-poh-of-a-solution-if-the-oh-33-5-x-10-2-m	0.48	start physical_unit 6 6 poh none qc_end physical_unit 6 6 11 14 [oh-] qc_end end	[{"type":"physical unit","value":"pOH [OF] the solution"}]	[{"type":"physical unit","value":"0.48"}]	[{"type":"physical unit","value":"[OH-] [OF] the solution [=] \\pu{33.5 × 10^(-2) M}"}]
a9908e80-6ddd-11ea-b162-ccda262736ce	https://socratic.org/questions/how-many-oxygen-atoms-are-there-in-one-formula-unit-of-copper-ll-phosphate	8	start physical_unit 2 3 number none qc_end end	[{"type":"physical unit","value":"Number [OF] oxygen atoms"}]	[{"type":"physical unit","value":"8"}]	[{"type":"physical unit","value":"Number [OF] copper(ll) phosphate formula unit [=] \\pu{1}"}]
ab43a61e-6ddd-11ea-8e4c-ccda262736ce	https://socratic.org/questions/what-is-the-ph-of-a-solution-prepared-by-mixing-50-0-ml-of-0-010-mol-l-hcl-aq-an	11.40	start physical_unit 6 6 ph none qc_end physical_unit 6 6 10 11 volume qc_end physical_unit 15 15 13 14 molarity qc_end physical_unit 6 6 10 11 volume qc_end physical_unit 22 22 13 14 molarity qc_end physical_unit 6 6 27 29 temperature qc_end end	[{"type":"physical unit","value":"pH [OF] the solution"}]	[{"type":"physical unit","value":"11.40"}]	[{"type":"physical unit","value":"Volume [OF] HCl(aq) solution [=] \\pu{50.0 mL}"},{"type":"physical unit","value":"Molarity [OF] HCl(aq) solution [=] \\pu{0.010 mol/L}"},{"type":"physical unit","value":"Volume [OF] Ca(OH)2(aq) solution [=] \\pu{50.0 mL}"},{"type":"physical unit","value":"Molarity [OF] Ca(OH)2(aq) solution [=] \\pu{0.010 mol/L}"},{"type":"physical unit","value":"Temperature [OF] the solution [=] \\pu{25 degrees celcius}"}]
a9b2494c-6ddd-11ea-b609-ccda262736ce	https://socratic.org/questions/if-64-grams-of-o-2-gas-occupy-a-volume-of-56-liters-at-a-temperature-or-25-c-wha	0.87 atmosphere	start physical_unit 23 24 pressure atm qc_end physical_unit 4 5 1 2 mass qc_end physical_unit 4 5 10 11 volume qc_end physical_unit 4 5 16 17 temperature qc_end end	[{"type":"physical unit","value":"Pressure [OF] the gas [IN] atmosphere"}]	[{"type":"physical unit","value":"0.87 atmosphere"}]	[{"type":"physical unit","value":"Mass [OF] O2 gas [=] \\pu{64 grams}"},{"type":"physical unit","value":"Volume [OF] O2 gas [=] \\pu{56 liters}"},{"type":"physical unit","value":"Temperature [OF] O2 gas [=] \\pu{25 ℃}"}]
ab44691a-6ddd-11ea-b9e6-ccda262736ce	https://socratic.org/questions/if-the-ph-of-a-solution-is-10-7-what-would-the-poh-be	3.30	start physical_unit 5 5 poh none qc_end physical_unit 5 5 7 7 ph qc_end end	[{"type":"physical unit","value":"pOH [OF] the solution"}]	[{"type":"physical unit","value":"3.30"}]	[{"type":"physical unit","value":"pH [OF] the solution [=] \\pu{10.7}"}]
abff4622-6ddd-11ea-b3d1-ccda262736ce	https://socratic.org/questions/how-many-grams-are-in-4-5-x-1028-moles-of-sodium-fluoride-naf	3.14 × 10^6 grams	start physical_unit 12 12 mass g qc_end end	[{"type":"physical unit","value":"Mass [OF] NaF [IN] grams"}]	[{"type":"physical unit","value":"3.14 × 10^6 grams"}]	[{"type":"physical unit","value":"Number [OF] NaF molecules [=] \\pu{4.5 × 10^28}"}]
ace3a966-6ddd-11ea-b83a-ccda262736ce	https://socratic.org/questions/how-many-liters-are-in-16-grams-of-h-2-at-stp	176.96 liters	start physical_unit 8 8 volume l qc_end physical_unit 8 8 5 6 mass qc_end c_other STP qc_end end	[{"type":"physical unit","value":"Volume [OF] H2 [IN] liters"}]	[{"type":"physical unit","value":"176.96 liters"}]	[{"type":"physical unit","value":"Mass [OF] H2 [=] \\pu{16 grams}"},{"type":"other","value":"STP"}]
a83b777a-6ddd-11ea-a126-ccda262736ce	https://socratic.org/questions/you-have-a-freshly-prepared-01-m-ascorbic-acid-vitamin-c-solution-each-liter-of-	6 × 10^21	start physical_unit 20 22 number none qc_end physical_unit 9 10 5 6 molarity qc_end end	[{"type":"physical unit","value":"Number [OF] ascorbic acid molecules"}]	[{"type":"physical unit","value":"6 × 10^21"}]	[{"type":"physical unit","value":"Molarity [OF] vitamin C solution [=] \\pu{0.01 M}"},{"type":"physical unit","value":"Volume [OF] vitamin C solution [=] \\pu{1 liter}"}]
ab802627-6ddd-11ea-91a1-ccda262736ce	https://socratic.org/questions/when-heated-solid-copper-ii-carbonate-decomposes-to-solid-copper-ii-oxide-and-ca	CuCO3(s) ->[\Delta] CuO(s) + CO2(g)	start chemical_equation qc_end substance 2 4 qc_end substance 7 9 qc_end substance 11 13 qc_end end	[{"type":"other","value":"Chemical Equation [OF] this reaction"}]	[{"type":"chemical equation","value":"CuCO3(s) ->[\\Delta] CuO(s) + CO2(g)"}]	[{"type":"substance name","value":"Solid copper(II) carbonate"},{"type":"substance name","value":"Solid copper(II) oxide"},{"type":"substance name","value":"Carbon dioxide gas"}]
a993d114-6ddd-11ea-87b2-ccda262736ce	https://socratic.org/questions/a-chemist-has-400-grams-of-salt-solution-that-is-10-salt-how-many-grams-of-20-sa	100 grams	start physical_unit 6 7 mass g qc_end physical_unit 6 7 3 4 mass qc_end physical_unit 6 6 10 10 percent qc_end physical_unit 6 6 16 16 percent qc_end physical_unit 6 6 25 25 percent qc_end end	[{"type":"physical unit","value":"Mass2 [OF] salt solution [IN] grams"}]	[{"type":"physical unit","value":"100 grams"}]	[{"type":"physical unit","value":"Mass1 [OF] salt solution [=] \\pu{400 grams}"},{"type":"physical unit","value":"Percent1 [OF] salt in solution [=] \\pu{10%}"},{"type":"physical unit","value":"Percent2 [OF] salt in solution [=] \\pu{20%}"},{"type":"physical unit","value":"Percent3 [OF] salt in solution [=] \\pu{12%}"}]
abe62bc5-6ddd-11ea-8ae2-ccda262736ce	https://socratic.org/questions/what-is-the-ph-of-0-09-m-solution-of-hbr-hydrobromic-acid	1.05	start physical_unit 7 7 ph none qc_end physical_unit 9 9 5 6 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] HBr solution"}]	[{"type":"physical unit","value":"1.05"}]	[{"type":"physical unit","value":"Molarity [OF] HBr solution [=] \\pu{0.09 M}"}]
acaca6c8-6ddd-11ea-afe0-ccda262736ce	https://socratic.org/questions/55d00af6581e2a25d0370bc6	100.84 grams	start physical_unit 18 18 theoretical_yield g qc_end physical_unit 4 4 1 2 mass qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Theoretical yield [OF] H2(g) [IN] grams"}]	[{"type":"physical unit","value":"100.84 grams"}]	[{"type":"physical unit","value":"Mass [OF] Na(s) [=] \\pu{2300.0 g}"},{"type":"other","value":"Sufficient amount of water."}]
a8908e18-6ddd-11ea-8906-ccda262736ce	https://socratic.org/questions/elemental-analysis-of-a-compound-showed-that-it-consisted-of-81-82-carbon-and-18-1	8	start physical_unit 19 20 number none qc_end end	[{"type":"physical unit","value":"Number [OF] hydrogen atoms"}]	[{"type":"physical unit","value":"8"}]	[{"type":"physical unit","value":"Percent by mass [OF] carbon in the compound [=] \\pu{81.82%}"},{"type":"physical unit","value":"Percent by mass [OF] hydrogen in the compound [=] \\pu{18.18%}"}]
ac0c45d7-6ddd-11ea-827a-ccda262736ce	https://socratic.org/questions/599875967c014904aab4ea11	62.25%	start physical_unit 5 8 percent none qc_end substance 5 5 qc_end substance 7 8 qc_end end	[{"type":"physical unit","value":"Percentage [OF] oxygen in sulfuric acid"}]	[{"type":"physical unit","value":"62.25%"}]	[{"type":"substance name","value":"Oxygen"},{"type":"substance name","value":"Sulfuric acid"}]
a93cc2ae-6ddd-11ea-94d4-ccda262736ce	https://socratic.org/questions/what-is-the-density-of-carbon-dioxide-at-stp-c-12-01g-mol-o-16-00g-mol	1.95 × 10^(-3) g/cm^3	start physical_unit 5 6 density g/cm^3 qc_end c_other STP qc_end physical_unit 9 9 11 12 molar_mass qc_end physical_unit 13 13 15 16 molar_mass qc_end end	[{"type":"physical unit","value":"density [OF] carbon dioxide [IN] g/cm^3"}]	[{"type":"physical unit","value":"1.95 × 10^(-3) g/cm^3"}]	[{"type":"other","value":"STP"},{"type":"physical unit","value":"Molecular [OF] C [=] \\pu{12.01 g/mol}"},{"type":"physical unit","value":"Molecular [OF] O [=] \\pu{16.00 g/mol}"}]
ac0316e7-6ddd-11ea-8bfb-ccda262736ce	https://socratic.org/questions/how-do-you-balance-ch-4-o-2-co-2-h-2o-1	CH4 + 2 O2 -> CO2 + 2 H2O	start chemical_equation qc_end chemical_equation 4 10 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"CH4 + 2 O2 -> CO2 + 2 H2O"}]	[{"type":"chemical equation","value":"CH4 + O2 -> CO2 + H2O"}]
ac51f200-6ddd-11ea-98bd-ccda262736ce	https://socratic.org/questions/the-solubility-of-scandium-iii-fluoride-scf-3-in-pure-water-is-2-0-x-10-5-moles-	4.32 × 10^(-18)	start physical_unit 3 5 equilibrium_constant_k none qc_end physical_unit 6 6 11 16 solubility qc_end substance 8 9 qc_end end	[{"type":"physical unit","value":"Ksp [OF] scandium (III) fluoride"}]	[{"type":"physical unit","value":"4.32 × 10^(-18)"}]	[{"type":"physical unit","value":"Solubility [OF] ScF3 [=] \\pu{2.0 × 10^(-5) moles per liter}"},{"type":"substance name","value":"Pure water"}]
aa50e250-6ddd-11ea-b5dc-ccda262736ce	https://socratic.org/questions/59b3393c11ef6b14d3b4c875	1.24 mol/L	start physical_unit 27 28 concentration mol/l qc_end physical_unit 5 6 1 2 volume qc_end physical_unit 15 16 12 13 volume qc_end physical_unit 15 16 20 21 concentration qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Concentration [OF] the acid [IN] mol/L"}]	[{"type":"physical unit","value":"1.24 mol/L"}]	[{"type":"physical unit","value":"Volume [OF] monoprotic acid [=] \\pu{15.62 mL}"},{"type":"physical unit","value":"Volume [OF] sodium hydroxide [=] \\pu{16.49 mL}"},{"type":"physical unit","value":"Concentration [OF] sodium hydroxide [=] \\pu{1.175 mol/L}"},{"type":"other","value":"Monoprotic acid reached a stoichiometric endpoint with sodium hydroxide."}]
a9eb6752-6ddd-11ea-950d-ccda262736ce	https://socratic.org/questions/what-is-the-formula-for-dihydrogen-monoxide	H2O	start chemical_formula qc_end substance 5 6 qc_end end	[{"type":"other","value":"Chemical Formula [OF] dihydrogen monoxide [IN] default"}]	[{"type":"chemical equation","value":"H2O"}]	[{"type":"substance name","value":"Dihydrogen monoxide"}]
ad0387c6-6ddd-11ea-b0b5-ccda262736ce	https://socratic.org/questions/suppose-a-sample-of-air-contains-23-0-oxygen-by-mass-how-many-grams-of-air-are-r	522.17 grams	start physical_unit 4 4 mass g qc_end physical_unit 25 25 22 23 mass qc_end substance 27 28 qc_end end	[{"type":"physical unit","value":"Mass [OF] air [IN] grams"}]	[{"type":"physical unit","value":"522.17 grams"}]	[{"type":"physical unit","value":"Percent by mass [OF] oxygen in the air sample [=] \\pu{23.0%}"},{"type":"physical unit","value":"Mass [OF] P [=] \\pu{93.0 g}"},{"type":"substance name","value":"Diphosphorus pentoxide"}]
abd138e7-6ddd-11ea-a7ed-ccda262736ce	https://socratic.org/questions/how-much-heat-kj-is-needed-to-raise-the-temperature-of-100-0-grams-of-water-from	10.45 kJ	start physical_unit 14 14 heat_energy kj qc_end physical_unit 14 14 16 17 temperature qc_end physical_unit 14 14 19 20 temperature qc_end physical_unit 14 14 11 12 mass qc_end end	[{"type":"physical unit","value":"Needed heat [OF] water [IN] kJ"}]	[{"type":"physical unit","value":"10.45 kJ"}]	[{"type":"physical unit","value":"Temperature1 [OF] water [=] \\pu{25.0 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] water [=] \\pu{50.0 ℃}"},{"type":"physical unit","value":"Mass [OF] water [=] \\pu{100.0 grams}"}]
ac8ffa34-6ddd-11ea-8cb2-ccda262736ce	https://socratic.org/questions/what-is-the-h-concentration-for-an-aqueous-solution-with-poh-of-4-31-at-25-c	2.04 × 10^(-10) M	start physical_unit 3 3 concentration mol/l qc_end physical_unit 7 8 12 12 poh qc_end physical_unit 7 8 14 15 temperature qc_end end	[{"type":"physical unit","value":"Concentration [OF] H+ [IN] M"}]	[{"type":"physical unit","value":"2.04 × 10^(-10) M"}]	[{"type":"physical unit","value":"pOH [OF] aqueous solution [=] \\pu{4.31}"},{"type":"physical unit","value":"Temperature [OF] aqueous solution [=] \\pu{25 ℃}"}]
